K,metric,mean,std,n,se,ci95_lo,ci95_hi
5,test_ROC_AUC,0.9259896052816408,0.02062645617992534,100,0.002062645617992534,0.9218968688813045,0.930082341681977
6,test_ROC_AUC,0.922689633375474,0.021064906625074993,100,0.0021064906625074993,0.9185098988945681,0.92686936785638
7,test_ROC_AUC,0.9259660766961652,0.020493363558739267,100,0.002049336355873927,0.9218997487593378,0.9300324046329925
8,test_ROC_AUC,0.9275365219834246,0.019911214737702555,100,0.0019911214737702554,0.9235857050025019,0.9314873389643473
9,test_ROC_AUC,0.9288204101699676,0.02013479809785924,100,0.002013479809785924,0.9248252293997135,0.9328155909402218
10,test_ROC_AUC,0.9273384604579294,0.020546746916032192,100,0.0020546746916032194,0.9232615401048547,0.9314153808110042
11,test_ROC_AUC,0.9255559067284732,0.020206555783179925,100,0.0020206555783179926,0.921546487676657,0.9295653257802894
12,test_ROC_AUC,0.9240497260851244,0.02073826355345467,100,0.002073826355345467,0.9199348046762013,0.9281646474940475
13,test_ROC_AUC,0.9243826380109565,0.02078374308852245,100,0.002078374308852245,0.9202586924755902,0.9285065835463229
14,test_ROC_AUC,0.9229382638010957,0.021381445140975817,100,0.0021381445140975816,0.9186957212112817,0.9271808063909096
15,test_ROC_AUC,0.9255689001264222,0.02030482675491057,100,0.002030482675491057,0.9215399819818103,0.9295978182710342
16,test_ROC_AUC,0.9255016505127125,0.020461558145394798,100,0.0020461558145394797,0.9214416334599161,0.9295616675655088
17,test_ROC_AUC,0.9252767242590251,0.02051183842208668,100,0.002051183842208668,0.9212067305084944,0.9293467180095557
18,test_ROC_AUC,0.9242344430397528,0.020545765107197658,100,0.0020545765107197658,0.9201577174988513,0.9283111685806542
19,test_ROC_AUC,0.9267446270543616,0.020883384646109962,100,0.0020883384646109963,0.9226009104722305,0.9308883436364926
20,test_ROC_AUC,0.9258933839022334,0.020990838347391613,100,0.0020990838347391613,0.9217283461745429,0.9300584216299239
21,test_ROC_AUC,0.9251009622137941,0.020433893994989655,100,0.0020433893994989656,0.9210464343286163,0.9291554900989719
22,test_ROC_AUC,0.9246765697429414,0.021103407947989726,100,0.0021103407947989728,0.920489195764277,0.9288639437216059
